stars,forks,language,total_commits,issues_count,team_size,KLOC,Effort_pm
31,1,TypeScript,970,3,8,48.5,14.604640680823772
6,4,Go,165,1,1,8.25,2.518755529161284
1,3,Go,48,2,1,2.4,0.1
21,5,JavaScript,174,5,5,8.7,3.8258584173071677
18,4,JavaScript,49,4,2,2.45,2.406648519500552
5,2,C++,110,2,2,5.5,0.1
8,1,Rust,184,12,1,9.2,2.6083282132182983
5,0,Python,260,5,3,13.0,4.862702967436111
0,3,Java,22,11,1,1.1,2.4443225202653616
5,2,Scala,40,4,2,2.0,1.4960010289953072
0,0,Python,71,1,1,3.55,0.7121497911587173
0,0,Kotlin,11,2,1,0.55,0.1
1,0,Python,470,3,1,23.5,6.88537345757833
4,0,Java,339,2,1,16.95,3.5554326280615234
1,6,TypeScript,249,15,1,12.45,3.4604766825353623
3,16,Python,233,5,1,11.65,2.68554562613199
21,0,C,155,1,2,7.75,2.2564313641461973
0,1,Java,576,6,1,28.8,7.445106171177907
7,0,Dart,1249,3,6,62.45,18.364720583064074
3,0,JavaScript,352,4,2,17.6,4.261253396214017
33,9,Kotlin,1398,12,8,69.9,20.954518640969038
0,0,C,92,3,1,4.6,0.1
15,0,Go,346,2,6,17.3,5.285887562702105
14,1,JavaScript,273,5,4,13.65,3.740882525483151
3,2,C++,215,0,3,10.75,3.673286602923424
49,6,Go,98,1,4,4.9,2.728581837332796
13,4,Shell,163,9,2,8.15,1.1976718613033184
57,7,TypeScript,619,8,4,30.95,7.586412314876789
22,16,JavaScript,622,1,4,31.1,8.043491919437821
67,23,Python,412,6,10,20.6,6.37806748312015
18,8,C++,200,3,2,10.0,3.321235692638091
121,7,Julia,1002,14,8,50.1,14.514726310968271
10,2,Python,1546,5,4,77.3,21.03856157188044
19,6,C#,1378,4,8,68.9,21.10710144941857
64,6,C,876,3,6,43.8,12.634897142313433
23,4,Python,393,10,5,19.65,5.822866603247189
37,0,Python,2116,3,8,105.8,31.405146700242042
0,0,C++,23,3,1,1.15,0.1
21,0,Rust,72,6,4,3.6,0.1
6,1,Python,312,0,1,15.6,4.906367592170377
16,11,Swift,36,3,1,1.8,0.1
33,9,Java,64,7,5,3.2,1.5861348412440248
0,0,C,216,3,1,10.8,3.830557897808247
53,0,Kotlin,187,4,5,9.35,4.430119601008503
1,0,PHP,98,0,1,4.9,0.842084923670255
11,0,Java,568,0,4,28.4,8.522311132112598
5,2,JavaScript,327,12,2,16.35,5.28276488843597
0,6,Java,150,0,1,7.5,1.6196167017413619
10,0,Python,1376,5,6,68.8,22.15651123323737
0,0,Rust,289,0,1,14.45,5.212239186678073
8,0,Python,953,4,5,47.65,13.994392121221205
4,0,Java,302,2,2,15.1,4.702831909309718
41,11,Python,1247,6,4,62.35,19.23564302027284
8,0,JavaScript,59,10,1,2.95,0.1
2,0,JavaScript,563,3,2,28.15,5.770615685310573
4,0,Rust,773,1,3,38.65,11.682494745620922
12,3,PHP,1142,0,5,57.1,16.096652123653634
1,5,Python,115,1,1,5.75,1.956162135748041
2,4,Kotlin,91,2,1,4.55,2.5566070217115167
0,7,Kotlin,348,12,1,17.4,5.770485168634831
4,0,TypeScript,46,8,2,2.3,0.16621598984123787
19,8,Rust,213,0,3,10.65,3.5609520084418547
0,0,TypeScript,237,2,1,11.85,1.798181964908417
8,4,Python,1135,12,5,56.75,15.282141767310293
1610,120,Java,4543,12,20,227.15,73.97980922564554
2,2,Python,583,2,2,29.15,7.564518433839871
212,37,Kotlin,2361,6,11,118.05,36.46837081504727
11,0,C,428,0,7,21.4,7.030716857380273
1,0,Swift,140,5,1,7.0,1.5599886759770851
6,0,Go,443,0,2,22.15,5.770828889081977
35,11,Go,733,4,8,36.65,11.582937191823994
1,1,Lua,48,11,1,2.4,2.194983849424928
1,0,JavaScript,30,3,1,1.5,0.1
4,0,Python,415,1,4,20.75,5.522235078902947
3,0,Go,178,2,1,8.9,3.407429648854797
4,2,JavaScript,254,0,4,12.7,2.019473119436214
156,16,JavaScript,3142,4,11,157.1,48.97463708168872
30,0,Python,279,2,8,13.95,5.603225317668444
2,0,Go,42,13,2,2.1,0.1
17,0,JavaScript,231,3,6,11.55,2.253054867773229
25,0,JavaScript,844,8,9,42.2,14.09769991767819
3,0,Python,144,9,3,7.2,2.271925513684354
1281,246,TypeScript,1031,86,9,51.55,18.191360256277008
5,0,Kotlin,341,5,4,17.05,3.878671263836644
6,0,JavaScript,734,4,3,36.7,11.062277973433517
5,11,C++,147,0,1,7.35,2.388530892210936
18,0,Ruby,786,1,8,39.3,12.135918032780072
1219,284,JavaScript,165,1,10,8.25,1.5669190383824019
12,1,Swift,782,10,2,39.1,12.236450641375006
2,0,C++,323,3,2,16.15,2.579139801983671
4,3,Go,727,8,4,36.35,12.29298076226904
12,1,Python,2512,8,6,125.6,37.82142109272552
1,0,Python,15,1,1,0.75,0.1537240308753558
3,9,R,186,3,3,9.3,0.39004058383662965
5,0,PHP,253,1,2,12.65,2.7295515571004803
172,49,Shell,1035,25,9,51.75,17.611875145111345
1349,113,C,216,13,6,10.8,3.4304868796582477
69,23,Python,1080,8,5,54.0,14.871067831048126
9,0,PHP,520,1,6,26.0,8.141678418161009
51,28,Java,1871,7,6,93.55,27.897451876109304
0,3,PHP,242,12,1,12.1,2.970702250252171
1,0,Python,12,0,1,0.6,0.1
1,0,JavaScript,271,4,1,13.55,3.9448262692015494
7,2,Ruby,688,6,4,34.4,8.496250892620507
3,0,PHP,289,5,2,14.45,3.731386694609356
4,3,Rust,21,4,1,1.05,1.1310168621841343
2,0,JavaScript,65,2,1,3.25,0.1
16,0,JavaScript,877,10,4,43.85,15.571320317509333
0,0,Dart,23,0,1,1.15,1.0330254799066674
0,4,TypeScript,144,4,1,7.2,0.1
3,0,Java,516,7,2,25.8,6.403701618907277
2,5,Go,108,0,1,5.4,0.43278483086995423
3,6,TypeScript,94,5,3,4.7,0.7733159042363728
1,0,Go,29,2,1,1.45,0.32366716417028274
2,0,TypeScript,7,5,1,0.35,0.1
49,18,Swift,172,10,6,8.6,3.168668795895277
0,0,C,52,8,1,2.6,1.4884314860957262
1,0,Shell,184,4,1,9.2,1.973947559291898
7,10,Go,310,3,3,15.5,3.888438694264805
1925,131,Java,96,76,6,4.8,3.44464608032735
0,0,C++,113,3,1,5.65,1.4840137766669026
4,2,Swift,132,2,3,6.6,1.8534000770758434
21,2,Go,21,0,3,1.05,0.43126921820024733
9,8,C++,315,17,3,15.75,6.029000563409255
6,0,C#,500,3,3,25.0,9.167902235343037
1,0,C++,204,1,1,10.2,3.2151316215543657
0,1,C#,71,4,1,3.55,1.8096881902325812
65,23,JavaScript,179,2,9,8.95,2.024078703261589
19,3,Java,1975,20,8,98.75,30.765006554775464
2,1,Go,351,9,2,17.55,5.318901783384619
4,1,Python,504,0,4,25.2,9.490598611723215
36,3,Kotlin,630,3,3,31.5,10.698250452710283
17,9,Rust,536,0,3,26.8,6.898472302821359
29,1,Python,217,7,5,10.85,2.1013255783980718
8,5,PHP,751,8,3,37.55,10.759763849334075
4,8,C#,36,12,1,1.8,1.183111893259659
0,0,Ruby,105,7,1,5.25,0.88888260402517
0,12,TypeScript,42,0,1,2.1,0.5700849447019946
78,22,Kotlin,209,1,4,10.45,4.534791514883486
37,2,TypeScript,834,9,4,41.7,12.366459409666637
0,2,Go,16,11,1,0.8,2.6058623418003384
20,3,Python,320,3,3,16.0,5.525662693161864
7,1,Rust,413,3,3,20.65,4.543420289806127
1,4,C#,110,4,1,5.5,2.8007706899833256
3,2,Go,228,5,1,11.4,2.203965129659762
42,16,Java,148,12,2,7.4,4.716780228491491
9,2,PHP,114,1,1,5.7,2.069106014656795
0,0,C++,207,2,1,10.35,3.724178769297826
25,2,JavaScript,291,3,1,14.55,5.699582243201066
0,2,Dart,303,9,1,15.15,2.941708351331201
55,15,C++,523,14,2,26.15,8.521810887936919
10,3,Lua,1299,3,6,64.95,19.4967198517858
16,0,Julia,1184,0,6,59.2,18.25277694833075
0,5,C,214,2,1,10.7,2.861148427975409
0,9,Ruby,64,5,1,3.2,0.6789107730737989
9,3,Rust,539,0,6,26.95,8.66689074799782
2,9,Python,24,2,1,1.2,0.47200587753995527
9,4,Go,56,4,4,2.8,0.37399989521787325
4,11,Ruby,45,13,3,2.25,0.1
33,9,Java,442,3,2,22.1,6.035522598621562
1,0,Kotlin,175,8,1,8.75,3.236027292457415
6,5,Python,586,23,2,29.3,8.448812054737884
3,0,TypeScript,118,2,3,5.9,2.6204464689416898
47,13,Java,856,18,9,42.8,12.379462590668881
8,9,TypeScript,334,10,5,16.7,4.018833272460332
2,4,Python,115,0,1,5.75,2.306599747214648
6,0,Python,1187,0,4,59.35,16.9290524032237
2,1,Swift,54,11,1,2.7,1.8866613131351682
6,4,Java,1593,4,5,79.65,24.182655256339697
11,5,Python,1603,5,4,80.15,21.817691934023117
19,6,Python,703,4,6,35.15,10.203074148350316
8,3,Java,521,5,6,26.05,7.558174965540015
54,0,Python,384,6,6,19.2,6.8370232873578445
10,0,C++,683,3,3,34.15,10.842066878334547
1,2,PHP,113,0,1,5.65,3.0215127209907706
21,10,JavaScript,572,6,2,28.6,4.742010693097892
12,6,Go,184,4,5,9.2,2.4181241119798904
1,0,Python,126,9,2,6.3,2.542957502316212
0,0,JavaScript,62,1,1,3.1,0.1
2,0,Scala,1356,3,3,67.8,19.45330494778122
5,0,Go,205,3,1,10.25,4.319705018014016
0,0,Scala,139,2,1,6.95,3.275553842454797
0,6,JavaScript,180,14,1,9.0,0.5338593320908633
11,4,JavaScript,852,0,5,42.6,13.368064179810123
0,9,Java,101,7,1,5.05,3.2937533289641676
113,28,Java,1255,6,11,62.75,19.752969904749232
6,1,R,117,5,1,5.85,0.7595509845172859
1,0,Python,181,0,1,9.05,2.8597475159683765
230,30,Kotlin,1352,15,6,67.6,21.81188444439471
12,0,Kotlin,88,0,2,4.4,1.7652831435349645
77,10,Go,316,3,10,15.8,5.39134584359688
10,0,TypeScript,928,3,6,46.4,14.692797589768482
4,1,Java,198,7,3,9.9,2.9420968192855494
98,8,JavaScript,259,3,2,12.95,4.647838668815904
14,1,PHP,281,8,3,14.05,3.056603155650756
7,3,Java,244,0,5,12.2,2.627690543858768
3,0,C,248,0,2,12.4,3.8480564020663524
12,4,Rust,524,2,6,26.2,8.250519984187592
15,7,Java,105,11,4,5.25,3.2753956210768145
12,5,C#,807,8,4,40.35,11.92125097726724
3,3,Java,42,9,2,2.1,0.1
1,0,C,120,1,1,6.0,1.030645744843509
2,0,JavaScript,356,2,3,17.8,5.359096237315165
3,0,Julia,272,4,2,13.6,4.233593685028329
2,8,PHP,1601,1,3,80.05,22.32609406176435
0,1,Kotlin,33,1,1,1.65,3.8366692909371105
11,2,Java,879,4,6,43.95,11.781512957458679
18,7,Swift,707,2,8,35.35,10.947239551500164
69,11,JavaScript,330,2,3,16.5,5.386778145950931
344,20,Ruby,542,16,3,27.1,8.072164950835422
43,12,Python,1056,1,3,52.8,16.82680360853621
9,0,JavaScript,1154,4,4,57.7,16.161325650320265
4,5,Java,694,20,4,34.7,11.47990083084286
19,0,JavaScript,207,22,1,10.35,3.3388538965172563
59,8,TypeScript,790,3,7,39.5,13.112102455571417
4,0,Swift,79,3,3,3.95,1.1940067201123719
4,0,JavaScript,96,9,3,4.8,1.3720549628237988
29,0,C#,865,3,4,43.25,13.43689945288923
0,0,Python,73,9,1,3.65,1.9708885280671262
25,4,Ruby,55,4,1,2.75,0.22896196706525307
1,3,PHP,180,6,1,9.0,2.645556018532463
0,4,TypeScript,23,13,1,1.15,0.3119391477330817
10,0,C#,603,5,4,30.15,8.975716460843092
24,5,C,198,3,6,9.9,2.5661745302400805
3,3,PHP,90,5,2,4.5,2.0525624446214104
14,4,TypeScript,1539,4,6,76.95,21.999052810352712
76,27,Java,27,4,3,1.35,0.1
2,0,Ruby,439,7,2,21.95,5.79092349435599
12,0,JavaScript,363,11,2,18.15,5.399202808463392
19,12,PHP,841,3,6,42.05,13.922635533774768
12,1,JavaScript,142,3,6,7.1,3.5142869078995345
12,13,PHP,1479,3,5,73.95,23.163630321858303
2,0,Python,183,2,1,9.15,2.6724848752559787
4,8,Python,42,1,2,2.1,2.532066752874994
0,0,R,19,2,1,0.95,0.6835634410970929
21,9,Kotlin,1165,4,8,58.25,16.96204066001887
0,0,Scala,260,0,1,13.0,3.4132525513641574
0,0,Dart,213,13,1,10.65,4.27377342134383
2,3,TypeScript,17,0,2,0.85,0.1
5,0,JavaScript,75,21,1,3.75,0.1
0,4,Python,10,19,1,0.5,0.1
13,3,Java,305,7,3,15.25,3.9798495171247055
4,1,JavaScript,899,2,3,44.95,12.541886680614327
4,0,Shell,342,2,4,17.1,4.201663329912889
21,4,Python,110,0,3,5.5,0.3596592414363329
6,7,Python,886,0,4,44.3,12.716848679294571
8,6,JavaScript,730,5,4,36.5,10.968717086844732
3,5,JavaScript,145,1,2,7.25,2.964309905596028
9,2,JavaScript,199,2,1,9.95,3.181969729169769
1,8,Rust,69,3,1,3.45,2.496638902276483
1,1,JavaScript,219,2,1,10.95,4.3477378547287815
271,36,Rust,2919,1,6,145.95,44.738607609281146
5,4,Scala,112,5,4,5.6,1.2043714889881934
24,8,Rust,1957,4,7,97.85,29.055364762531426
3,4,C++,591,0,4,29.55,9.529979264262161
3,0,TypeScript,10,2,1,0.5,0.1
23,9,Python,442,9,8,22.1,9.381581239556454
26,9,JavaScript,365,3,3,18.25,6.822287494843229
0,2,Dart,161,28,1,8.05,1.7969957996806194
2,0,Rust,181,3,1,9.05,2.950599459274428
3,0,JavaScript,1302,5,3,65.1,17.13148736601845
14,0,Java,523,3,3,26.15,7.40929610566238
46,3,Swift,250,5,5,12.5,3.316882323058931
12,0,C++,38,11,7,1.9,2.854817485977274
14,11,Go,422,2,5,21.1,6.791848583257806
0,0,Scala,80,2,1,4.0,1.2759121802388018
2,0,C++,298,1,1,14.9,5.753265720239691
100,17,Rust,1243,21,13,62.15,20.57300093292245
0,4,JavaScript,18,0,1,0.9,0.1
45,5,Python,2630,3,11,131.5,41.325929625807376
2,0,Dart,57,0,1,2.85,0.7739677520196105
6,0,Go,8,8,1,0.4,0.23484207822118341
0,2,TypeScript,82,8,1,4.1,0.45971839741469234
39,10,Go,727,4,8,36.35,10.99033279472204
4,0,Python,330,1,4,16.5,3.586853885548412
59,9,Swift,970,7,2,48.5,12.783269374185917
12,0,JavaScript,63,1,5,3.15,0.1
137,28,PHP,1624,2,4,81.2,24.427260666194258
39,16,Go,747,3,6,37.35,11.702617807836914
0,7,JavaScript,216,2,1,10.8,3.0944077029639594
8,0,Python,1242,1,5,62.1,17.454268500594655
16,3,PHP,522,2,3,26.1,7.052545324893029
11,0,Python,427,2,5,21.35,6.701631069451062
79,25,Python,936,3,7,46.8,14.421191440465075
7,9,Ruby,1234,3,3,61.7,17.712370131596757
19,11,TypeScript,22,0,1,1.1,0.1
3,4,TypeScript,598,0,2,29.9,7.092884348853036
25,10,JavaScript,605,2,6,30.25,6.95408077866174
5,0,Kotlin,221,9,1,11.05,1.6375648416419182
3,0,JavaScript,52,5,1,2.6,1.425579398436965
33,6,JavaScript,1660,2,5,83.0,24.226899637841683
111,14,JavaScript,241,3,8,12.05,3.5067257338332967
4,8,JavaScript,317,0,1,15.85,4.389214902565958
0,0,JavaScript,34,2,1,1.7,0.1
3,0,Python,593,4,3,29.65,7.75014632112271
2,0,Python,12,6,1,0.6,0.1
43,14,TypeScript,855,16,9,42.75,13.908681616046728
19,7,Kotlin,374,1,5,18.7,5.491343125130728
1,6,Python,130,1,1,6.5,2.8521288755172187
72,31,JavaScript,115,11,11,5.75,0.7619316296600149
15,5,C,1168,15,4,58.4,16.569380876180684
93,13,Scala,1284,7,7,64.2,19.58250638756908
3,6,C++,41,2,1,2.05,2.3253558479853336
18,0,JavaScript,2811,2,7,140.55,41.47305403655281
11,0,TypeScript,143,1,2,7.15,2.1059342640015446
7,9,JavaScript,245,4,2,12.25,2.248895574089298
0,0,Python,3,0,1,0.15,0.575819675032011
12,2,TypeScript,180,3,1,9.0,3.3818863927508827
2,3,Go,613,5,3,30.65,9.781982210950071
20,1,TypeScript,136,2,4,6.8,1.2140530613837535
378,30,Rust,2193,7,7,109.65,33.61531519561158
26,11,JavaScript,2398,2,7,119.9,35.668855382321915
0,2,TypeScript,236,5,1,11.8,3.2608927347327734
3,7,PHP,122,23,1,6.1,1.1311113684982437
2,0,Kotlin,20,4,1,1.0,0.1
17,2,JavaScript,517,0,3,25.85,8.629689339246895
58,25,Go,863,9,11,43.15,12.739666596338042
153,39,JavaScript,531,5,4,26.55,10.426034403347519
20,0,Python,478,2,8,23.9,7.092977259807947
4,1,C#,299,4,3,14.95,3.219487976506695
11,1,Python,338,11,5,16.9,4.901236341329339
4,2,TypeScript,85,3,4,4.25,2.318112400044781
3,6,Java,100,7,1,5.0,1.2489552186778548
7,10,JavaScript,1968,2,6,98.4,29.34183080933995
0,0,Python,22,0,1,1.1,0.27342112855362416
16,9,TypeScript,603,0,7,30.15,7.61977134684079
71,7,Dart,1445,10,6,72.25,20.640241074542296
172,46,Rust,1434,14,10,71.7,23.10617262351525
6,0,TypeScript,313,3,3,15.65,3.599344663582181
3,5,Python,61,1,1,3.05,1.0292261879193372
4,4,Rust,154,3,1,7.7,0.8477975925162693
11,5,Python,725,1,6,36.25,12.855736478538098
8,0,Go,121,0,3,6.05,1.3257256912208382
1,10,Ruby,87,16,1,4.35,0.8749360997767542
3,1,TypeScript,81,3,3,4.05,2.806619864729724
30,0,JavaScript,1790,1,3,89.5,24.52532861982908
2,0,Python,530,10,3,26.5,5.188983277110957
3,4,Python,473,1,3,23.65,7.120059795867332
13,6,TypeScript,712,2,6,35.6,10.42952442310311
23,5,Scala,226,13,5,11.3,3.239051373822269
9,4,JavaScript,646,1,4,32.3,9.855091957519628
1,3,Go,160,12,1,8.0,3.2533869618302353
0,0,C++,69,16,1,3.45,0.356426138752051
5,0,Python,156,4,2,7.8,3.768783428141843
241,42,Python,191,16,10,9.55,3.911394835396186
115,10,JavaScript,92,3,3,4.6,2.797158697655542
10,4,C++,98,0,2,4.9,1.6522681633914837
16,0,TypeScript,331,0,7,16.55,6.250547411468734
3,0,C#,57,0,2,2.85,0.3862668179026868
33,5,Kotlin,1521,0,5,76.05,22.436891213192872
1,4,Ruby,301,3,1,15.05,2.579428283416514
30,10,R,639,3,9,31.95,10.00140655259337
3,3,Ruby,70,0,3,3.5,1.835211132855956
37,0,Kotlin,1180,2,6,59.0,17.34657230437827
21,1,Swift,3319,1,8,165.95,50.78711640542291
5,0,C#,691,8,3,34.55,9.646792094679576
5,0,PHP,680,4,5,34.0,11.643324283882134
6,6,Shell,21,5,1,1.05,1.1323377987541854
9,0,Java,312,8,3,15.6,4.855618775221305
127,5,Rust,1550,7,9,77.5,23.700075370647827
13,12,Java,243,4,2,12.15,2.3331551154493555
0,7,Kotlin,21,5,1,1.05,0.36144531670767627
147,26,TypeScript,4191,7,11,209.55,66.9205426571924
4,8,PHP,145,0,1,7.25,4.003184191310371
0,0,PHP,109,16,1,5.45,1.275490024632727
1,0,Dart,256,2,1,12.8,3.0490282919291505
4,0,JavaScript,277,2,3,13.85,2.5568448330491966
0,0,C++,96,3,1,4.8,1.6063435608790335
8,5,Ruby,892,8,5,44.6,13.401329958642927
0,0,Shell,49,3,1,2.45,0.1
3,3,C,1718,3,3,85.9,24.26476756990748
6,0,Go,416,3,5,20.8,5.331604160543946
7,2,Go,803,18,5,40.15,12.49462002543396
61,19,Python,121,3,3,6.05,2.8957384570013076
0,0,Julia,91,3,1,4.55,3.6538137456337414
16,6,JavaScript,208,2,1,10.4,1.9081450641217823
0,0,C#,83,6,1,4.15,1.6774314536201003
21,0,PHP,414,7,3,20.7,7.102864970351863
1,0,Java,173,2,1,8.65,2.0617406441724633
7,0,JavaScript,149,8,2,7.45,0.1
22,3,JavaScript,974,2,7,48.7,13.701907262832622
35,19,Kotlin,1511,1,10,75.55,21.919961430824927
32,14,Java,284,2,2,14.2,4.205243423030449
10,0,Python,521,3,2,26.05,8.914870944984463
38,8,C#,177,0,3,8.85,2.3100860092500555
35,8,JavaScript,938,8,10,46.9,15.166053176277876
120,22,Kotlin,4362,4,9,218.1,67.69896176061233
17,10,JavaScript,787,1,3,39.35,12.10848472565846
25,16,JavaScript,758,0,4,37.9,11.492878142562352
5,0,Python,236,5,4,11.8,3.7419217713625663
3,1,Java,167,4,3,8.35,1.8382311477209177
0,9,Java,35,7,1,1.75,0.1
5,0,Ruby,397,3,2,19.85,4.60827357657775
9,1,Java,387,4,6,19.35,6.600836548475732
2,0,TypeScript,377,1,2,18.85,5.510539030913129
0,5,JavaScript,157,11,1,7.85,0.1
8,6,JavaScript,297,16,3,14.85,5.086667868576355
7,3,C,140,1,1,7.0,0.475207194579206
1019,279,Python,1650,53,12,82.5,27.29470005285685
17,0,Lua,183,0,8,9.15,1.8503165614416446
0,7,JavaScript,60,8,1,3.0,0.4378065657722442
10,0,Python,764,10,3,38.2,12.667350426347804
0,0,JavaScript,104,2,1,5.2,1.1667634543955954
3,5,Python,87,5,1,4.35,0.33169729661389946
3,1,PHP,304,14,1,15.2,6.552123142596962
15,8,Java,472,14,3,23.6,6.894317691551265
39,7,JavaScript,674,2,5,33.7,11.09682078818331
3,1,C++,57,7,1,2.85,1.880612048186808
8,2,Rust,1027,1,6,51.35,14.123187965491278
5,0,Shell,563,2,5,28.15,8.125056613609233
3,0,Dart,559,10,2,27.95,9.077853973107457
2,6,C++,44,1,1,2.2,1.2772281260962237
10,0,PHP,398,1,1,19.9,4.6092318240857555
2,0,PHP,65,25,2,3.25,1.3841682985111716
0,0,Java,142,21,1,7.1,1.8478029824274456
4,1,C++,184,17,1,9.2,3.871151775970949
4,8,Python,990,1,4,49.5,14.953004644929637
2,3,Ruby,485,6,2,24.25,8.945973736062022
0,0,Dart,175,5,1,8.75,3.2801852941173317
257,17,Python,2030,6,15,101.5,33.24084020842164
2,0,Swift,49,7,2,2.45,0.92146682905606
8,3,Shell,100,0,6,5.0,0.11581934255498427
5,0,JavaScript,384,2,4,19.2,5.368633949507203
71,12,Java,284,17,2,14.2,3.987505189211755
0,0,C,138,0,1,6.9,0.1
45,6,Dart,271,2,2,13.55,4.1861556576802705
0,1,Python,75,0,1,3.75,0.8750778182436543
56,3,TypeScript,1237,5,5,61.85,17.768580978454267
22,0,C++,1674,4,5,83.7,25.524716639056308
9,5,JavaScript,378,1,6,18.9,6.720769932470737
19,8,JavaScript,143,4,2,7.15,1.8874424513949621
1,3,Python,205,11,1,10.25,2.702185122007005
14,0,Python,1562,7,7,78.1,22.75927639623626
48,2,Go,928,2,6,46.4,14.203508184147205
416,132,Rust,547,4,7,27.35,8.145610416629523
0,4,Rust,23,3,1,1.15,0.5171337093391861
16,1,Ruby,262,10,1,13.1,1.8070157314267166
3,5,TypeScript,189,1,2,9.45,3.7746932038097034
2,3,JavaScript,19,11,1,0.95,1.7665144538745117
2,6,Python,11,3,1,0.55,1.1346918097857204
12,8,JavaScript,479,1,2,23.95,4.956799642705305
130,9,JavaScript,317,1,3,15.85,6.710924071658083
1,0,Python,145,1,1,7.25,2.2806166805251187
26,4,Python,157,3,2,7.85,4.553334206002467
0,0,Python,87,8,1,4.35,2.0942236351513768
8,0,C++,1223,1,6,61.15,17.785658412049845
1,7,Rust,135,1,1,6.75,3.3350124568735477
7,0,Shell,395,2,5,19.75,5.846532407394384
14,0,PHP,1073,0,4,53.65,15.474857517990054
6,6,Go,186,6,1,9.3,1.2824517344749444
5,0,Python,340,4,2,17.0,4.0661491757439805
7,0,Go,731,0,6,36.55,8.98234602030759
6,0,Python,965,1,4,48.25,15.481093092822224
38,6,TypeScript,407,2,10,20.35,5.336244025644832
18,0,TypeScript,173,0,4,8.65,2.89019703286762
12,4,TypeScript,613,2,2,30.65,9.088408368784242
12,0,JavaScript,466,2,2,23.3,6.1357089270585625
4,0,C++,173,4,4,8.65,2.848737730029931
1,1,Swift,148,2,1,7.4,3.8359862314572695
2,0,Ruby,299,1,2,14.95,4.920187423715288
12,3,Rust,3631,15,7,181.55,54.153788104205205
0,6,Go,27,2,1,1.35,0.1
84,12,Python,1148,2,6,57.4,18.116589821797724
16,12,C#,550,7,4,27.5,8.915439339730355
24,5,Go,1368,2,6,68.4,21.63334999333181
22,9,JavaScript,177,19,4,8.85,2.8419534015026215
0,0,JavaScript,28,2,1,1.4,0.1
4,1,Shell,168,11,1,8.4,2.8522880899528267
80,21,Rust,1060,4,5,53.0,13.934704058193454
7,0,Java,68,2,1,3.4,0.1
26,7,Rust,579,10,2,28.95,9.86551049955119
8003,2727,TypeScript,2174,277,24,108.7,41.76714479075773
0,0,Java,36,2,1,1.8,0.1
2,0,JavaScript,307,5,3,15.35,4.941362629650414
3,1,TypeScript,465,1,3,23.25,6.527077044160838
5,0,C++,153,14,4,7.65,3.1664133127509975
262,68,Python,1872,1,9,93.6,28.54918065191805
3,8,PHP,345,1,2,17.25,4.975336500411001
153,58,JavaScript,998,24,3,49.9,13.301932647581129
0,9,C++,27,0,1,1.35,0.75143108604272
22,7,Rust,217,0,6,10.85,3.909508029384717
42,5,Rust,751,5,6,37.55,12.855874537579675
4,3,Rust,923,1,3,46.15,13.582890151603106
2,0,Dart,216,2,2,10.8,2.4309413279903027
27,0,Java,504,36,5,25.2,7.9924941622299155
5,4,C#,417,11,2,20.85,6.6344688688480415
4,0,C++,121,2,1,6.05,3.114218717832573
14,0,JavaScript,596,1,7,29.8,9.628501361408656
8,0,JavaScript,3177,2,6,158.85,49.19060467910528
12,0,TypeScript,108,0,6,5.4,1.3677654007188418
1,0,JavaScript,26,6,1,1.3,2.166336430759282
72,13,TypeScript,862,2,11,43.1,12.39930249747283
79,16,TypeScript,1683,2,10,84.15,26.253695749298746
9,0,Rust,75,2,2,3.75,0.457320618974271
1,0,JavaScript,92,1,1,4.6,0.8951950009579592
3,0,PHP,575,2,3,28.75,9.686221546055481
3,6,TypeScript,201,2,3,10.05,2.8292733920434716
1,0,C++,63,0,1,3.15,0.815916541898949
14,3,Python,1025,17,3,51.25,15.295011721175621
5,6,Java,393,3,5,19.65,4.787122738767167
18,11,Python,621,1,5,31.05,9.344513421742342
5,8,C++,1004,5,4,50.2,15.52002341521137
307,83,TypeScript,735,8,3,36.75,11.433730373318456
0,2,Shell,17,4,1,0.85,1.154221216033482
37,6,JavaScript,1007,20,5,50.35,16.225217322374377
7,1,Go,86,1,2,4.3,2.8832611635660808
0,0,JavaScript,155,0,1,7.75,1.9280520309309233
24,10,Rust,1187,13,8,59.35,18.868408696527954
6,6,Java,264,1,1,13.2,2.7670975866784597
31,8,TypeScript,2459,3,7,122.95,36.88118846070594
12,3,JavaScript,195,8,4,9.75,3.8366366413454074
43,26,Python,130,8,5,6.5,0.1
5,0,Python,195,10,4,9.75,4.544321120741531
47,0,R,550,2,9,27.5,8.288641812380654
7,0,TypeScript,1098,0,4,54.9,16.66271009194936
0,0,Python,48,8,1,2.4,1.001748389497384
1001,104,Dart,7933,5,19,396.65,127.9400394600558
5,0,Python,72,10,5,3.6,0.8399858729735028
4,3,TypeScript,232,1,3,11.6,2.2837545010272247
2,0,C#,150,4,1,7.5,2.557999357015616
3,6,C,290,0,4,14.5,4.099025168703189
7,2,C#,176,4,1,8.8,0.5319208064739673
5,0,Java,1096,2,4,54.8,17.378418275521504
7,12,Julia,160,3,2,8.0,3.192465047796523
6,6,Python,738,1,3,36.9,11.146439555408703
7,0,Lua,102,6,1,5.1,1.1887253051629247
0,0,Swift,52,5,1,2.6,0.45071502741136527
1,13,C,25,5,1,1.25,0.1
4,10,JavaScript,439,2,2,21.95,6.277503655582559
4,4,Python,445,1,3,22.25,5.506328794150119
